t,x_observed,y_observed,x_fitted,y_fitted
6.0,88.364456,57.784378,59.6808640026006,45.80475909198093
6.036024016010674,74.283936,54.40678,59.71357942906294,45.819972816884274
6.072048032021348,60.256474,46.311462,59.746357497222455,45.83506936351105
6.108072048032021,82.13437,57.717567,59.77919818491556,45.85004877332072
6.144096064042695,101.03639,67.84934,59.81210146258833,45.86491110159718
6.180120080053369,69.284134,48.406086,59.84506729328865,45.87965641746348
6.216144096064043,77.81013,57.588833,59.878095632659154,45.89428480389505
6.252168112074717,91.29688,63.03135,59.911186428931025,45.90879635773118
6.28819212808539,107.66841,65.91405,59.94433962291874,45.92319118968503
6.324216144096064,76.40689,56.871525,59.97755514801556,45.93746942435192
6.360240160106738,72.313515,51.168285,60.01083293018996,45.951631200216056
6.396264176117412,100.56871,68.07376,60.044172887982924,45.96567666965562
6.432288192128086,85.40742,57.31956,60.077574932506074,45.97960599894623
6.468312208138759,65.73637,47.454475,60.11103896744068,45.993419368262785
6.504336224149433,78.559,57.776672,60.14456488903758,46.00711697167968
6.540360240160107,102.01643,67.376236,60.17815258611792,46.020699017169356
6.576384256170781,92.44081,67.234024,60.211801940074764,46.03416572659928
6.6124082721814545,102.319664,67.23141,60.24551282487567,46.047517335727214
6.648432288192128,73.051186,52.32614,60.279285107066,46.0607540941949
6.684456304202802,70.23932,48.974834,60.31311864577326,46.07387626552008
6.7204803202134755,88.56056,57.891556,60.34701329271216,46.08688412708687
6.7565043362241495,91.96877,65.819046,60.380968892190715,46.09977797013451
6.792528352234823,86.83264,57.347816,60.41498528111708,46.11255809974448
6.8285523682454965,92.62934,67.65634,60.44906228900737,46.12522483482587
6.8645763842561704,104.750336,66.19454,60.483199737994305,46.13777850809928
6.900600400266844,73.5264,53.136063,60.51739744283673,46.1502194660789
6.936624416277518,93.27278,68.66579,60.55165521093009,46.16254806905304
6.972648432288192,71.30269,49.905098,60.58597284231768,46.174764691063004
7.008672448298865,64.975815,47.35335,60.62035012970286,46.186869719880264
7.044696464309539,89.05592,58.24083,60.65478685846208,46.19886355698207
7.080720480320213,100.71979,68.00157,60.689282806658895,46.210746617525295
7.116744496330887,106.31808,65.80417,60.723837745058724,46.22251933031878
7.152768512341561,108.06331,66.10597,60.758451437144586,46.2341821377939
7.188792528352234,67.84049,47.865753,60.79312363913368,46.24573549597353
7.224816544362908,82.02788,57.731422,60.827854099994866,46.257179874439444
7.260840560373582,98.86425,68.84363,60.86264256146696,46.268515756297916
7.296864576384256,72.67582,51.715893,60.897488758078026,46.279743638143835
7.33288859239493,97.88674,69.218376,60.93239241716541,46.290864030023066
7.368912608405603,88.70565,57.981354,60.96735325889675,46.30187745539325
7.404936624416278,70.66043,49.300117,61.0023709962918,46.312784451082905
7.440960640426951,95.17704,69.66583,61.03744533524518,46.323585567248934
7.476984656437625,90.98131,61.803932,61.07257597454993,46.334281367332515
7.513008672448299,74.11193,54.128273,61.10776260592201,46.34487242801332
7.549032688458972,67.423485,47.758686,61.14300491402562,46.35535933916211
7.585056704469647,75.07062,55.54406,61.17830257649938,46.365742703791774
7.62108072048032,93.32456,68.72479,61.21365526398342,46.37602313800665
7.657104736490994,92.49515,67.36309,61.24906264014731,46.38620127095031
7.693128752501668,109.09305,67.57011,61.28452436171882,46.39627774475171
7.729152768512341,74.6767,55.005707,61.320040078513614,46.406253214469686
7.765176784523016,84.74091,57.372154,61.35560943346573,46.416128348035926
7.801200800533689,83.09207,57.584,61.391232062658936,46.42590382619628
7.837224816544363,78.128586,57.682087,61.42690759535898,46.43558034245051
7.873248832555037,65.000305,47.356487,61.46263565404663,46.44515860299041
7.909272848565711,92.592575,67.57944,61.49841585445159,46.454639326636396
7.945296864576385,94.47159,69.50913,61.534247805587285,46.464023244772456
7.981320880587058,84.89339,57.357613,61.57013110978642,46.47331110127956
8.01734489659773,92.58727,67.568146,61.60606536273747,46.48250365246751
8.053368912608406,89.3978,58.564568,61.642050153521915,46.49160166700517
8.089392928619079,85.80336,57.30451,61.678085064652386,46.500605925849186
8.125416944629754,109.05394,67.45857,61.71416967211161,46.50951722217118
8.161440960640427,72.61481,51.620525,61.75030354539213,46.51833636128328
8.197464976651101,84.3335,57.416786,61.78648624753696,46.52706416056227
8.233488992661774,91.34593,63.23906,61.82271733518097,46.535701449372034
8.269513008672448,91.305405,63.06719,61.85899635859309,46.54424906898465
8.305537024683122,62.731583,47.02679,61.895322861719414,46.552707872499795
8.341561040693795,84.717255,57.374527,61.93169638222699,46.56107872476277
8.377585056704469,108.320114,66.29982,61.96811645154852,46.56936250228096
8.413609072715143,93.38754,68.792984,62.00458259492779,46.57756009313875
8.449633088725816,87.94448,57.602074,62.041094331465935,46.585672396911086
8.485657104736491,74.52983,54.788445,62.0776511741685,46.593700324575366
8.521681120747164,98.66312,68.92605,62.114252629993246,46.60164479842207
8.55770513675784,73.594505,53.253242,62.15089819989879,46.60950675196371
8.593729152768512,84.93126,57.354206,62.187587378894,46.617287129842474
8.629753168779185,67.8154,47.858814,62.224319656088184,46.624986887736384
8.66577718478986,73.32133,52.783768,62.26109451474199,46.63260699226395
8.701801200800533,70.60834,49.25702,62.29791143231917,46.6401484208875
8.737825216811206,84.30343,57.420364,62.334769880539014,46.647612161814955
8.773849232821881,89.181885,58.35109,62.37166932542959,46.654999213900346
8.809873248832556,71.52109,50.144382,62.40860922738173,46.66231058654279
8.845897264843229,102.03093,67.36928,62.445589041203704,46.669547299584124
8.881921280853902,92.67618,67.75073,62.48260821617676,46.676710383205226
8.917945296864577,96.70082,69.55569,62.51966619611124,46.68380087782078
8.95396931287525,63.39724,47.13958,62.556762419403555,46.690819833972924
8.989993328885923,73.5922,53.24928,62.593896319093844,46.69776831222329
9.026017344896598,87.72062,57.527298,62.631067322924274,46.704647383043906
9.062041360907271,91.83847,65.328674,62.668274853398195,46.711458126706646
9.098065376917944,100.10727,68.291534,62.70551832783987,46.71820163317139
9.134089392928619,72.33709,51.20249,62.742797158455005,46.72487900197293
9.170113408939294,71.38096,49.98879,62.78011075239188,46.73149134210645
9.206137424949967,79.996185,57.89074,62.81745851180325,46.73803977191186
9.24216144096064,66.2157,47.525764,62.8548398339089,46.744525418956734
9.278185456971315,94.11699,69.35312,62.89225411105885,46.750949419918115
9.314209472981988,106.67454,65.77663,62.92970073079725,46.757312920462915
9.35023348899266,65.80095,47.463623,62.96717907592695,46.76361707512717
9.386257505003336,104.915665,66.138336,63.004688524574725,46.76986304719413
9.422281521014009,68.09816,47.941082,63.0422284502571,46.7760520085709
9.458305537024682,76.40583,56.87075,63.07979822194688,46.7821851396642
9.494329553035357,97.43371,69.365585,63.11739720414031,46.78826362925464
9.530353569046031,91.13893,62.39004,63.15502475692482,46.794288674370016
9.566377585056705,64.61357,47.307106,63.192680236047416,46.80026148015734
9.602401601067378,75.18191,55.68387,63.230362992983714,46.806183259753766
9.638425617078052,79.86053,57.89057,63.268072375007534,46.81205523415637
9.674449633088726,106.91785,65.777115,63.30580772526114,46.81787863209076
9.710473649099399,80.97552,57.84513,63.343568382826014,46.82365468987869
9.746497665110073,75.69756,56.260036,63.3813536827943,46.8293846513044
9.782521681120746,104.00347,66.47797,63.41916295634073,46.83506976748012
9.818545697131421,85.33286,57.3239,63.45699553079522,46.840711296710225
